TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC	L3_PRIM	L3_SEC
ya	0	0	0	0	0	0
ka	0	0	0	0	0	0
tlhamalalo	0	0	0	0	0	0
kwa	1	0	0	0	0	0
sejaneng.	0	0	0	0	0	0

Se	0	0	0	1	0	0
a	0	0	0	0	0	0
itseng	0	0	0	1	0	0
sentle	0	0	0	0	0	1
gore	0	0	0	0	0	0
se	0	0	0	0	0	0
se	1	0	0	0	0	0
mo	0	0	0	1	0	0
teng	0	0	0	1	0	0
sa	0	0	0	0	0	0
re	0	0	0	0	0	0
ene	0	0	1	0	0	1
wee.	0	0	0	1	1	0

Tirego	0	0	0	1	0	1
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
amogela	1	0	1	0	0	0
madi	0	0	0	0	0	0
a	0	0	0	0	0	0
thuso.	0	0	0	0	1	0

Ga	0	0	0	1	0	0
e	0	0	0	1	0	0
a	0	0	1	0	0	0
tshwanela	0	0	0	0	0	0
go	0	0	0	0	0	0
tsaya	0	0	0	0	1	0
sebaka	0	0	0	0	0	0
se	0	0	0	1	0	0
se	0	0	0	1	0	0
fetang	0	0	0	0	0	0
malatsi	0	0	0	0	0	0
a	0	0	0	1	0	0
mabedi	0	0	0	0	0	1
morago	0	0	0	0	0	0
ga	1	0	0	0	0	0
kgoroso	0	0	0	0	0	0
ya	0	0	0	0	0	0
kopo.	0	0	0	0	0	0

Kgotlatshekelo	0	0	0	1	0	0
e	0	0	0	1	0	0
tla	1	0	0	1	0	1
laolela	0	0	0	0	0	0
maphata	0	0	0	0	1	0
ka	0	0	0	0	0	0
bobedi.	0	0	1	0	0	0

Go	0	0	0	1	0	0
nna	0	0	0	1	0	1
le	0	0	0	0	0	0
konteraka	0	0	0	0	0	0
mme	0	0	1	0	0	0
morago	0	0	0	0	0	0
ga	0	0	0	1	0	0
moo	0	0	0	1	1	0
lenyalo	0	0	0	0	0	0
le	0	0	0	0	0	0
tla	0	0	0	0	0	0
laolwa	0	0	0	0	0	0
ke	0	0	0	0	0	0
konteraka	1	0	0	0	0	0
eo.	0	0	0	1	0	1

Le	0	0	0	1	0	0
kaela	0	0	1	0	1	0
mokgweetsi	0	0	0	1	0	0
wa	0	0	0	0	0	0
serori	0	0	0	0	0	0
se	0	0	0	1	0	0
boleele	0	0	0	0	0	1
jwa	0	0	0	0	0	0
sona	0	0	0	0	0	1
bo	0	0	0	0	0	0
fetang	0	0	0	0	0	0
boleele	0	0	0	0	0	1
jo	1	0	0	1	0	0
bo	0	0	0	1	0	0
kailweng.	0	0	0	1	0	0

Gore	0	0	0	1	0	0
a	0	0	0	1	0	0
seke	0	0	1	0	0	1
a	1	0	0	1	0	0
tswelela	0	0	0	0	1	0
go	0	0	0	0	0	0
feta	0	0	0	0	0	0
letshwao.	0	0	0	0	0	1

Batsereganyi	0	0	0	1	0	0
ba	1	0	0	1	0	0
modirakopo	0	0	0	0	0	0
leina	0	0	0	0	0	1
le	0	0	0	0	0	0
dintlha	0	0	0	0	1	0
tsa	0	0	0	0	0	0
kgolagano.	0	0	1	0	0	0

Tsa	0	0	0	1	0	0
batho	0	0	0	1	0	0
ba	0	0	0	1	0	0
ba	1	0	0	1	0	0
go	0	0	0	1	0	0
itseng	0	0	1	0	0	1
mo	0	0	0	0	0	0
tirong	0	0	0	0	0	0
kgotsa	0	0	0	0	1	0
mo	0	0	0	0	0	0
dithutong	0	0	0	0	0	0
tsa	0	0	0	0	0	0
gago.	0	0	0	0	0	0

Tshwaro	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
siameng	0	0	0	1	0	0
ya	0	0	0	1	0	0
nama	0	0	0	1	1	0
e	0	0	0	0	0	0
kaya	0	0	0	0	0	1
tshwaro	0	0	0	0	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
maleba	0	0	0	0	0	1
ya	0	0	0	0	0	0
nama.	0	0	0	0	0	0

Go	0	0	0	1	0	0
thibela	0	0	1	0	0	0
kgotlelo	0	0	0	1	1	0
le	0	0	0	0	0	0
go	1	0	0	0	0	0
netefatsa	0	0	0	0	0	0
fa	0	0	0	0	0	0
e	0	0	0	0	0	0
siametse	0	0	0	1	0	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
jewa.	0	0	0	0	0	0

Le	0	0	0	1	0	0
maikarabelo	0	0	0	0	0	0
a	0	0	0	1	0	0
go	0	0	0	1	0	0
nna	0	0	1	0	0	0
le	0	0	0	1	0	0
tirisano	0	0	0	0	0	0
mmogo	0	0	0	0	0	1
le	1	0	0	0	0	0
tlhokomelo.	0	0	0	0	1	0

Mme	0	0	0	0	0	0
a	0	0	0	0	0	0
seke	0	0	1	0	0	0
a	1	0	0	0	0	0
senya	0	0	0	0	0	0
dithuto	0	0	0	0	1	0
kgotsa	0	0	0	0	0	1
go	0	0	0	1	0	0
kgoreletsa	0	0	0	1	0	0
baithuti	0	0	0	0	0	0
ba	0	0	0	0	0	0
bangwe.	0	0	0	0	0	0

Isa	0	0	0	1	0	1
motho	0	0	0	1	0	0
yoo	0	0	0	1	1	0
kwa	0	0	0	0	0	0
tliliniking	0	0	0	0	0	0
e	0	0	0	0	0	0
e	1	0	0	0	0	0
gaufi.	0	0	1	0	0	1

Kgotsa	0	0	0	0	1	0
kwa	0	0	0	1	0	0
tikwatikweng	0	0	0	1	0	1
ya	0	0	0	0	0	0
pusetso	0	0	0	0	0	0
ya	0	0	0	0	0	0
metsi	0	0	0	0	0	0
mo	0	0	0	1	0	1
mmeleng	0	0	0	1	0	0
ka	0	0	0	0	0	0
bonako	0	0	1	0	0	1
jo	1	0	0	0	0	0
bo	0	0	0	0	0	0
kgonagalang.	0	0	0	0	0	0

Madi	0	0	0	1	0	0
a	0	0	0	1	0	0
thuso	0	0	0	1	0	1
a	0	0	0	0	0	0
tlamelo	0	0	0	0	0	0
ya	0	0	0	0	0	0
ngwana	0	0	0	0	0	0
a	0	0	0	1	0	0
neelwa	0	0	1	0	1	0
motlhokomedi	0	0	0	0	0	1
yo	1	0	0	1	0	0
o	0	0	0	1	0	0
tlhokomelang	0	0	0	0	0	0
ngwana.	0	0	0	0	0	0

Yo	0	0	0	1	0	0
o	1	0	0	1	0	0
leng	0	0	0	0	0	0
ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	1	0	0	1
ga	0	0	0	0	0	0
dingwaga	0	0	0	0	0	0
di	0	0	0	1	0	0
le	0	0	0	1	0	0
lesome	0	0	0	1	0	0
le	0	0	0	1	0	0
bongwe.	0	0	0	0	1	0

Mathata	0	0	0	1	1	0
a	0	0	0	1	0	0
ditšhelete	0	0	0	1	0	0
a	0	0	0	0	0	0
thibetse	0	0	0	0	0	0
lefapha	0	0	0	0	0	0
leno	0	0	0	0	0	1
go	0	0	0	1	0	0
netefatsa	0	0	1	0	0	0
gore	0	0	0	0	0	0
kago	0	0	0	0	0	0
e	0	0	0	0	0	0
a	1	0	0	0	0	0
tlhokomelwa.	0	0	0	0	0	0

Le	0	0	0	1	0	0
go	0	0	0	1	0	0
baakanngwa	0	0	1	0	1	0
fa	1	0	0	0	0	0
go	0	0	0	0	0	0
tlhokegang	0	0	0	0	0	0
teng.	0	0	0	1	0	1

Leloko	0	0	0	0	0	0
la	0	0	0	0	0	0
badiri	0	0	0	0	0	0
la	0	0	0	0	0	0
setheo	0	0	0	0	0	1
le	0	0	0	0	0	0
le	0	0	0	0	0	0
tlhomilweng	0	0	1	0	1	0
mo	0	0	0	1	0	0
komiting	0	0	0	0	0	0
go	0	0	0	0	0	0
dira	0	0	0	0	0	0
mo	1	0	0	1	0	0
komiting.	0	0	0	1	0	0

Go	0	0	0	1	0	0
ya	0	0	0	1	0	0
ka	0	0	0	1	0	0
mabaka	0	0	0	0	0	0
le	0	0	0	0	0	0
maemo	0	0	0	0	0	0
a	0	0	0	1	0	0
thapo	0	0	0	1	1	0
ya	1	0	0	0	0	0
motho	0	0	0	0	0	0
yoo.	0	0	1	0	0	1

Le	0	0	0	1	0	0
lemosa	0	0	0	1	0	0
modirisi	0	0	0	0	0	0
wa	0	0	0	0	0	0
tsela	0	0	0	0	1	0
ka	0	0	0	1	0	0
motseletsele	0	0	0	1	0	0
wa	0	0	0	0	0	0
digoro	0	0	0	0	0	0
mo	0	0	0	1	0	0
tseleng	0	0	0	1	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
kwa	0	0	0	0	0	1
pele.	0	0	0	0	0	0

o	0	0	0	1	0	0
simolola	0	0	0	1	0	0
ka	0	0	0	0	0	0
segoro	0	0	0	0	1	0
se	0	0	0	1	0	0
se	1	0	1	0	0	0
yang	0	0	0	0	0	0
kwa	0	0	0	1	0	1
molemeng.	0	0	0	0	0	0

Gape	0	0	0	1	0	1
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
tlhokego	0	0	1	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhama	0	0	0	0	1	0
letlhomeso	0	0	0	1	0	1
le	0	0	0	1	0	0
le	1	0	0	1	0	0
tlhamaletseng	0	0	0	0	0	1
la	0	0	0	0	0	0
tekanyetso.	0	0	0	0	0	1

Le	0	0	0	1	0	0
le	1	0	0	1	0	0
tshwaelang	0	0	1	0	1	0
mo	0	0	0	0	0	0
thulaganyong	0	0	0	0	0	0
ya	0	0	0	0	0	0
thuto.	0	0	0	0	0	1

Dikopo	0	0	0	1	0	0
tse	0	0	0	1	0	0
di	0	0	0	0	0	0
sa	0	0	0	0	0	0
felelang	0	0	0	1	0	0
di	0	0	0	0	0	0
tla	0	0	1	0	1	0
busediwa	0	0	0	1	0	1
kwa	1	0	0	0	0	1
go	0	0	0	0	0	0
modirakopo.	0	0	0	0	0	0

Mme	0	0	0	1	0	1
ga	0	0	0	1	0	0
go	0	0	0	1	0	0
maikarabelo	0	0	0	0	0	0
a	1	0	0	0	0	0
ape	0	0	1	0	1	0
tla	0	0	0	0	0	0
a	0	0	0	0	0	0
go	0	0	0	0	0	0
gakanega	0	0	0	0	0	0
a	0	0	0	1	0	0
tla	0	0	0	1	0	1
amogelwang.	0	0	0	0	0	0

Bakgatla	0	0	0	1	1	0
o	0	0	0	0	0	0
ne	0	0	0	0	0	0
wa	0	0	0	0	0	1
mo	0	0	0	0	0	0
atlholela	0	0	0	1	0	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	0
mo	1	0	0	0	0	0
segotlong	0	0	0	0	0	0
sa	0	0	0	1	0	0
gagwe	0	0	0	1	0	1
sebaka	0	0	1	0	0	0
sa	0	0	0	0	0	0
dikgwedi	0	0	0	0	0	0
tse	0	0	0	0	0	0
lesome	0	0	0	0	0	0
le	0	0	0	0	0	0
bobedi.	0	0	0	0	0	0

Ntle	0	0	1	0	1	0
le	0	0	0	1	0	0
go	0	0	0	0	0	0
tsaya	0	0	0	1	0	0
tsia	1	0	0	1	0	1
tumelo	0	0	0	0	0	0
ya	0	0	0	0	0	0
gagwe.	0	0	0	0	0	0

Fa	0	0	0	1	0	0
motlhankedi	0	0	0	0	1	0
wa	0	0	0	0	0	0
sepodisi	0	0	0	0	0	0
a	0	0	0	1	0	0
sa	0	0	1	0	0	0
tlotle	0	0	0	1	0	1
seriti	0	0	0	0	0	0
sa	1	0	0	0	0	0
motho.	0	0	0	0	0	0

Tiriso	0	0	0	1	0	0
botlhaswa	0	0	0	1	0	1
ya	0	0	0	0	0	0
dithata	0	0	0	1	1	0
le	0	0	0	0	0	0
bothati	0	0	0	1	0	1
e	1	0	0	0	0	0
tshwanela	0	0	1	0	0	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
tlhagelela.	0	0	0	0	0	0

Badiri	0	0	0	1	0	0
ba	0	0	0	0	0	0
tlaleletso	0	0	0	1	0	1
ba	0	0	0	0	0	0
setse	0	0	0	0	0	0
ba	1	0	0	0	0	0
thapilwe	0	0	0	1	1	0
go	0	0	0	0	0	0
kgona	0	0	1	0	0	0
go	0	0	0	0	0	0
kgotlelela	0	0	0	0	0	0
koketsego	0	0	0	0	0	0
e	0	0	0	1	0	1
e	0	0	0	1	0	0
mabapi.	0	0	0	0	0	0

Le	0	0	1	0	0	0
topo	0	0	0	1	1	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
iponela	0	0	0	1	0	1
makwaloitshupo.	1	0	0	0	0	0

Go	0	0	0	1	0	0
tshwanetse	0	0	1	0	0	0
ga	1	0	0	0	0	0
elwa	0	0	0	0	0	0
tlhoko	0	0	0	0	0	1
gore	0	0	0	0	0	0
fa	0	0	0	1	0	0
go	0	0	0	1	0	0
tliwa	0	0	0	1	0	1
mo	0	0	0	0	0	0
dikgotlatshekelong	0	0	0	0	0	0
tsa	0	0	0	0	0	0
setso	0	0	0	0	1	0
gona	0	0	0	0	0	0
ga	0	0	0	0	0	0
jaana.	0	0	0	0	0	1

Ga	0	0	0	1	0	1
go	0	0	0	1	0	0
a	0	0	0	1	0	0
bewa	1	0	1	0	1	0
tekanyetso	0	0	0	0	0	0
ya	0	0	0	0	0	0
madi.	0	0	0	0	0	0

Go	0	0	0	1	0	0
neelwa	0	0	0	1	1	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
ganwa	0	0	0	0	0	1
fa	0	0	0	0	0	0
tlolomolao	0	0	0	0	0	1
e	0	0	0	1	0	0
go	0	0	1	0	0	0
neelwa	0	0	0	0	0	1
ga	0	0	0	0	0	0
motshabi	0	0	0	0	0	1
go	1	0	0	0	0	0
tlhokegang.	0	0	0	0	0	0

Mo	0	0	0	0	0	0
go	0	0	0	0	0	0
yona	0	0	0	1	0	1
e	0	0	0	0	0	0
le	0	0	0	1	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
otlhaiwang	0	0	0	0	0	1
ka	0	0	0	1	0	0
katlholelo	0	0	0	1	1	0
loso.	0	0	0	0	0	0

Ditlhogo	0	0	0	0	1	0
tsa	0	0	0	0	0	0
phetolelo	0	0	0	0	0	1
di	1	0	0	1	0	0
tla	0	0	1	0	0	1
rwala	0	0	0	1	0	0
maikarabelo	0	0	0	0	0	0
a	0	0	0	1	0	0
go	0	0	0	1	0	0
netefatsa.	0	0	0	0	0	0

Gore	0	0	0	0	0	0
bafetoledi	0	0	0	0	0	0
ba	0	0	0	1	0	0
tshegetsa	0	0	1	0	1	0
boleng	0	0	0	1	0	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
neela	0	0	0	0	0	1
tiro	0	0	0	0	0	0
ka	1	0	0	0	0	0
nako.	0	0	0	0	0	1

Gape	0	0	1	0	0	1
e	0	0	0	1	0	0
dira	0	0	0	0	0	0
tlamelo	0	0	0	0	0	0
ya	0	0	0	1	0	0
go	0	0	0	1	0	0
rebolwa	0	0	0	1	1	0
ga	0	0	0	0	0	0
seemo	0	0	0	0	0	0
sa	0	0	0	1	0	0
bosetšhaba	0	0	0	0	0	1
sa	1	0	0	1	0	0
tekanyetso.	0	0	0	0	0	0

Gammogo	0	0	0	0	0	1
le	0	0	0	0	0	0
merero	0	0	0	0	0	0
mengwe	0	0	0	0	0	0
fela	0	0	0	0	1	0
e	0	0	0	1	0	0
e	0	0	1	0	0	0
golaganang	0	0	0	1	0	0
le	1	0	0	0	0	0
tseo.	0	0	0	0	0	1

Tsamaiso	0	0	0	0	0	0
ya	0	0	0	0	0	0
tshekatsheko	0	0	0	0	0	1
e	0	0	0	1	0	0
tla	0	0	1	0	0	1
simolola	0	0	0	1	0	0
morago	0	0	0	0	0	0
ga	0	0	0	1	0	0
letlha	0	0	0	1	1	0
la	0	0	0	0	0	0
tswalo	0	0	0	0	0	1
ya	1	0	0	0	0	0
dikopo.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
dipholo	0	0	0	1	1	0
di	0	0	0	1	0	0
tla	0	0	1	0	0	1
begwa	0	0	0	0	0	0
ka	0	0	0	0	0	0
kgolagano	0	0	0	1	0	1
ke	1	0	0	0	0	0
lefapha.	0	0	0	0	0	1

Tshedimosetso	0	0	0	1	0	0
e	0	0	0	1	0	0
a	0	0	0	1	0	0
gatisiwa	0	0	0	1	0	1
mme	0	0	1	0	0	1
o	0	0	0	0	0	0
newa	0	0	0	0	0	0
nomoro	0	0	0	0	0	0
ya	0	0	0	0	0	0
boitshupo	0	0	0	1	1	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
e	1	0	0	0	0	0
dirisa.	0	0	0	0	0	0

Mo	0	0	0	1	0	1
kgolaganong	0	0	0	0	0	0
ya	0	0	0	0	0	0
gago	0	0	0	0	0	0
le	0	0	0	0	0	0
bona	0	0	0	0	1	0
mo	0	0	0	1	0	0
nakong	0	0	0	1	0	0
e	0	0	0	1	0	0
e	1	0	1	0	0	0
tlang.	0	0	0	0	0	1

Tšhelete	0	0	0	1	1	0
ya	0	0	0	1	0	0
kgwedi	1	0	0	1	0	0
le	0	0	0	0	0	0
kgwedi	0	0	0	0	0	0
e	0	0	0	1	0	0
e	0	0	0	1	0	0
duelwang	0	0	0	0	0	1
ke	0	0	0	0	0	0
bathapiwa	0	0	0	0	0	0
e	0	0	0	0	0	0
gogiwa	0	0	0	0	0	0
ka	0	0	0	0	0	0
tlhamalalo.	0	0	1	0	0	1

Go	0	0	0	0	0	0
tswa	0	0	0	0	1	0
mo	0	0	0	1	0	0
megolong	0	0	0	1	0	0
ya	0	0	0	0	0	0
bona	0	0	0	0	0	1
fa	1	0	0	0	0	0
go	0	0	0	0	0	0
leng	0	0	1	0	0	0
maleba.	0	0	0	1	0	0

Go	0	0	0	1	0	0
a	0	0	0	1	0	0
gakgamatsa	0	0	0	1	0	0
gore	0	0	0	0	0	0
ga	0	0	1	0	0	0
ba	0	0	0	0	0	0
lemoge	0	0	0	0	1	0
gore	0	0	0	0	0	0
bokeresete	0	0	0	0	0	0
jwa	0	0	0	0	0	0
bona	0	0	0	0	0	1
bo	0	0	0	1	0	0
simolola	0	0	0	1	0	0
fa	1	0	0	1	0	0
kae.	0	0	0	1	0	1

Le	0	0	0	0	0	0
go	0	0	0	0	0	0
khutla	0	0	0	0	1	0
fa	1	0	0	1	0	0
kae	0	0	1	0	0	1
fa	0	0	0	1	0	0
go	0	0	0	0	0	0
setse	0	0	0	0	0	0
go	0	0	0	0	0	0
ntse	0	0	0	1	0	0
jaana.	0	0	0	1	0	1

Sekano	0	0	0	1	0	1
ke	0	0	0	1	0	0
tlhatlhamano	0	0	0	0	1	0
ya	0	0	0	0	0	0
dielemente	0	0	0	1	0	1
tse	0	0	0	0	0	0
di	1	0	0	0	0	0
rulagantsweng	0	0	1	0	0	0
ka	0	0	0	0	0	0
go	0	0	0	0	0	0
lekalekana.	0	0	0	0	0	0

Kana	0	0	1	0	0	0
dibopego	0	0	0	0	0	0
tse	0	0	0	1	0	0
di	1	0	0	1	0	0
motopo	0	0	0	1	1	0
mo	0	0	0	0	0	0
godimo	0	0	0	0	0	1
ga	0	0	0	0	0	0
e	0	0	0	0	0	0
nngwe.	0	0	0	0	0	0

E	0	0	0	1	0	0
mo	0	0	0	1	0	1
dikarolong	0	0	0	0	1	0
mo	1	0	0	1	0	0
segatsetsing	0	0	0	1	0	0
sa	0	0	0	0	0	0
mofuta	0	0	1	0	0	1
wa	0	0	0	0	0	0
lebokoso.	0	0	0	1	0	0

Go	0	0	0	1	0	0
ya	0	0	0	0	0	0
ka	0	0	0	1	0	1
porotokolo	0	0	0	1	0	0
e	0	0	0	1	0	0
e	1	0	0	1	0	0
rebotsweng	0	0	1	0	0	0
ke	0	0	0	0	0	0
motlhankedi	0	0	0	0	1	0
mogolo	0	0	0	0	0	1
wa	0	0	0	0	0	0
porofense.	0	0	0	0	0	0

Dira	0	0	1	0	0	0
tlhagiso	0	0	0	1	1	0
malebana	0	0	0	0	0	1
le	0	0	0	1	0	0
leano	0	0	0	1	0	1
la	1	0	0	0	0	0
lona.	0	0	0	0	0	1

Ka	0	0	0	0	0	0
mokgwa	0	0	0	0	0	0
o	0	0	0	1	0	0
o	1	0	0	1	0	0
tla	0	0	0	1	0	1
dirang	0	0	0	0	0	0
gore	0	0	0	0	0	0
ditlhopha	0	0	0	0	1	0
tse	0	0	0	1	0	0
dingwe	0	0	0	1	0	1
di	0	0	0	0	0	0
tlhaloganye	0	0	1	0	0	0
gore	0	0	0	0	0	0
le	0	0	0	1	0	0
ka	0	0	0	1	0	0
ga	0	0	0	1	0	0
eng.	0	0	0	0	0	1

Bomagiseterata	0	0	0	1	0	0
ba	0	0	0	1	0	0
ka	0	0	0	1	0	0
seke	0	0	1	0	0	1
ba	0	0	0	0	0	0
tlhola	0	0	0	0	1	0
ba	0	0	0	0	0	0
nna	0	0	0	0	0	0
le	0	0	0	0	0	0
dithata	0	0	0	1	0	1
tsa	0	0	0	0	0	0
go	0	0	0	0	0	0
tsamaisa	0	0	0	0	0	0
boswa	0	0	0	0	0	0
jwa	1	0	0	0	0	1
bantsho.	0	0	0	0	0	1

Fa	0	0	0	1	0	1
go	0	0	0	1	0	0
sena	0	0	1	0	0	0
lekwalo	0	0	0	0	1	0
la	0	0	0	1	0	0
kabo	0	0	0	0	0	0
ya	1	0	0	0	0	0
boswa.	0	0	0	0	0	0

Rotlhe	0	0	1	0	1	0
re	0	0	0	1	0	0
ka	0	0	0	0	0	0
kgona	0	0	0	1	0	1
go	0	0	0	0	0	0
dira	0	0	0	0	0	0
malebana	0	0	0	0	0	1
le	0	0	0	0	0	0
go	0	0	0	0	0	0
netefatsa	0	0	0	0	0	0
fa	0	0	0	1	0	0
tirelo	0	0	0	0	0	0
ya	0	0	0	0	0	0
puo	0	0	0	0	0	0
e	0	0	0	1	0	1
e	1	0	0	1	0	0
maatla.	0	0	0	0	0	0

e	0	0	0	1	0	1
bile	0	0	0	1	0	1
e	0	0	0	0	0	0
nonofile	0	0	0	0	0	0
e	1	0	0	1	0	0
le	0	0	0	1	0	0
mo	0	0	0	0	0	0
diatleng	0	0	0	0	1	0
tsa	0	0	0	0	0	0
gago.	0	0	1	0	0	0

Go	0	0	0	1	0	0
thibelwa	0	0	0	1	1	0
ga	0	0	0	0	0	0
lenyalo	0	0	0	0	0	0
la	0	0	0	0	0	0
setso	0	0	0	0	0	1
magareng	0	0	0	0	0	0
ga	1	0	0	0	0	0
batho	0	0	0	0	0	0
ka	0	0	0	1	0	0
ntlha	0	0	1	0	0	1
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
amana	0	0	0	1	0	0
ka	0	0	0	1	0	0
madi.	0	0	0	1	0	0

Gongwe	0	0	1	0	0	1
botsalano	0	0	0	1	0	0
go	1	0	0	0	0	0
laolwa	0	0	0	0	0	1
ke	0	0	0	0	0	0
molao	0	0	0	0	0	0
wa	0	0	0	1	0	0
setso.	0	0	0	1	1	0

Dirisa	0	0	0	1	0	0
le	0	0	0	1	0	0
go	0	0	0	1	0	0
laola	0	0	0	1	0	0
khunologo	0	0	0	0	0	0
ya	0	0	0	0	0	0
bolwetse	0	0	0	0	1	0
ka	0	0	0	0	0	0
mokgwa	0	0	0	0	0	0
o	0	0	0	0	0	1
o	1	0	0	0	0	1
siameng.	0	0	1	0	0	0

Le	0	0	0	1	0	0
ka	0	0	0	0	0	0
kelotlhoko	0	0	1	0	0	1
ka	1	0	0	0	0	0
motsi	0	0	0	0	0	0
wa	0	0	0	0	0	0
tsheko	0	0	0	0	1	0
ya	0	0	0	0	0	0
khunologo	0	0	0	0	0	0
ya	0	0	0	0	0	0
bolwetse.	0	0	0	0	0	0

Motlhankedi	0	0	0	0	1	0
wa	0	0	0	0	0	0
sepodisi	0	0	0	0	0	0
o	1	0	0	1	0	0
tshwanetse	0	0	0	1	0	1
go	0	0	0	0	0	0
dira	0	0	0	1	0	0
eng.	0	0	1	0	0	1

Fa	0	0	0	1	0	1
a	0	0	0	1	0	0
bona	0	0	0	1	0	0
motlhankedi	0	0	0	0	0	1
wa	0	0	0	0	0	0
sepodisi	0	0	0	0	0	0
yo	1	0	0	1	0	0
mongwe	0	0	0	1	0	1
a	0	0	0	1	0	0
gataka	0	0	1	0	0	1
ditshwanelo	0	0	0	0	1	0
tsa	0	0	0	0	0	0
botho?	0	0	0	0	0	0

e	0	0	0	1	0	0
le	0	0	0	1	0	0
rraagwe	0	0	0	1	1	0
ngwana	0	0	0	0	0	0
yo	0	0	0	1	0	0
o	1	0	0	1	0	0
belegweng	0	0	0	0	0	0
ka	0	0	0	1	0	0
kwa	0	0	0	1	0	1
ntle	0	0	1	0	0	1
ga	0	0	0	0	0	0
lenyalo.	0	0	0	0	0	0

Mme	0	0	0	1	0	1
ngwana	0	0	0	0	0	0
yo	0	0	0	1	0	1
a	1	0	0	1	0	0
imilwe	0	0	0	1	0	0
ka	0	0	0	0	0	0
thobalano	0	0	0	0	1	0
ya	0	0	0	0	0	0
masika	0	0	1	0	0	0
a	0	0	0	1	0	1
atamelaneng	0	0	0	1	0	0
thata.	0	0	0	0	0	1

Seno	0	0	0	0	0	1
se	0	0	0	0	0	0
kaya	0	0	0	0	0	0
gore	0	0	0	0	0	0
batlhankedi	0	0	0	1	1	0
ba	0	0	0	1	0	0
sepodisi	0	0	0	0	0	0
ba	0	0	0	1	0	0
ka	1	0	0	1	0	1
dirisa	0	0	1	0	0	0
dikgoka.	0	0	0	0	0	0

Tse	0	0	0	1	0	0
di	0	0	0	1	0	0
jalo	0	0	0	1	0	1
jaaka	0	0	1	0	1	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
tlhokega	0	0	0	0	0	1
mo	0	0	0	1	0	0
go	1	0	0	1	0	0
utlwalang	0	0	0	0	0	0
mo	0	0	0	0	0	0
mabakeng.	0	0	0	0	0	0

Letshwao	0	0	0	1	1	0
leno	0	0	0	1	0	1
le	0	0	0	0	0	0
kaela	0	0	1	0	0	0
batsamayakadinao	0	0	0	0	0	0
gore	0	0	0	0	0	0
ba	0	0	0	1	0	0
seke	0	0	0	1	0	1
ba	1	0	0	0	0	0
tswelele.	0	0	0	0	0	0

Go	0	0	0	1	0	0
feta	0	0	0	1	0	0
letshwao	0	0	0	0	1	0
leno	0	0	0	0	0	1
mo	0	0	0	1	0	0
nakong	0	0	0	0	0	0
e	0	0	0	1	0	0
e	0	0	0	1	0	0
kailweng	0	0	1	0	0	1
mo	1	0	0	0	0	0
letshwaong.	0	0	0	0	0	1

Fa	0	0	0	1	0	0
nama	0	0	0	1	0	0
e	0	0	0	0	0	0
tlogetswe	0	0	0	0	1	0
lobaka	0	0	0	0	0	0
lo	0	0	0	1	0	0
lo	0	0	0	1	0	0
leele	1	0	1	0	0	1
ka	0	0	0	0	0	0
mo	0	0	0	1	0	0
setsidifatsing.	0	0	0	1	0	0

Kgotsa	0	0	0	0	0	0
e	0	0	0	1	0	0
bontsha	0	0	0	1	0	0
matshwao	0	0	0	1	1	0
a	0	0	0	0	0	0
go	0	0	0	1	0	0
senyega	0	0	0	1	0	1
e	0	0	0	0	0	0
tshwanetse	0	0	1	0	0	0
go	1	0	0	0	0	0
latlhiwa.	0	0	0	0	0	0

Puso	0	0	0	1	0	1
e	0	0	0	0	0	0
tsere	0	0	0	1	0	0
matsapa	0	0	0	1	1	0
a	0	0	0	0	0	0
go	0	0	0	0	0	0
netefatsa	0	0	1	0	0	0
gore	0	0	0	1	0	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
lekala	0	0	0	0	0	0
la	1	0	0	0	0	0
diradio	0	0	0	0	0	0

Tsa	0	0	0	1	0	0
setšhaba	0	0	0	0	1	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
bokgoni	0	0	1	0	0	1
le	0	0	0	0	0	0
